partida_id,rodada,clube,chutes,chutes_no_alvo,posse_de_bola,passes,precisao_passes,faltas,cartao_amarelo,cartao_vermelho,impedimentos,escanteios
5559,20,América Mineiro,5,0,40.0,331,,28,5,0,0,2
5560,20,Corinthians,26,0,61.0,509,,14,1,0,0,10
5560,20,Grêmio,13,0,39.0,349,,15,4,0,3,6
5563,20,Vitória,14,0,53.0,398,,15,1,0,2,3
5563,20,Santa Cruz,10,0,47.0,343,,20,2,0,9,5
5561,20,Cruzeiro,17,0,67.0,503,,15,2,0,4,4
5561,20,Coritiba,7,0,33.0,256,,20,4,0,2,5
5562,20,Atlético Mineiro,13,0,63.0,530,,9,4,0,3,7
5562,20,Santos,12,0,37.0,314,,24,4,0,1,4
5564,20,Botafogo,6,0,37.0,295,,14,2,0,1,7
5564,20,São Paulo,13,0,63.0,491,,11,2,0,2,8
5565,20,Athletico Paranaense,7,0,58.0,485,,12,3,0,1,4
5565,20,Palmeiras,12,0,42.0,350,,15,3,0,3,7
5566,20,Internacional,10,0,42.0,266,,18,2,0,0,5
5566,20,Chapecoense,16,0,58.0,360,,15,1,0,1,2
5567,21,Chapecoense,12,0,49.0,396,,10,1,0,0,4
5567,21,América Mineiro,13,0,51.0,412,,13,1,0,0,6
5568,21,Botafogo,18,0,44.0,378,,19,1,0,1,3
5568,21,Sport,15,0,56.0,483,,12,2,0,1,2
5570,21,Athletico Paranaense,12,0,39.0,332,,15,2,0,0,5
5570,21,Atlético Mineiro,14,0,61.0,509,,15,0,0,1,6
5569,21,Grêmio,10,0,49.0,434,,16,1,0,1,4
5569,21,Flamengo,18,0,51.0,433,,14,2,0,1,7
5573,21,Ponte Preta,11,0,34.0,238,,22,6,0,0,9
5573,21,Palmeiras,18,0,66.0,455,,12,3,0,2,4
5572,21,Santa Cruz,18,0,59.0,484,,16,0,0,2,8
5572,21,Fluminense,6,0,41.0,341,,16,2,0,1,4
5571,21,Internacional,30,0,59.0,454,,9,1,0,2,8
5571,21,São Paulo,5,0,41.0,346,,22,2,0,0,0
5574,21,Coritiba,16,0,51.0,403,,13,1,0,4,5
5574,21,Santos,8,0,49.0,410,,16,3,0,5,5
5575,21,Cruzeiro,13,0,51.0,416,,24,5,0,3,2
5575,21,Figueirense,15,0,49.0,389,,20,3,1,1,8
5576,21,Corinthians,17,0,56.0,484,,15,2,0,1,8
5576,21,Vitória,9,0,44.0,385,,20,4,0,2,3
5577,22,Ponte Preta,15,0,52.0,471,,15,2,0,6,8
5577,22,Corinthians,2,0,48.0,458,,8,1,1,0,0
5579,22,Figueirense,4,0,27.0,242,,12,2,0,2,3
5579,22,Santos,22,0,73.0,611,,13,3,0,3,11
5578,22,Cruzeiro,12,0,46.0,374,,17,3,0,3,8
5578,22,Santa Cruz,12,0,54.0,428,,13,3,0,4,6
5580,22,Atlético Mineiro,3,0,38.0,383,,17,4,0,1,0
5580,22,Grêmio,24,0,62.0,623,,18,4,0,1,7
5581,22,Fluminense,8,0,59.0,428,,17,7,0,2,5
5581,22,Palmeiras,16,0,41.0,304,,20,5,0,2,5
5583,22,São Paulo,16,0,67.0,506,,18,2,0,5,13
5583,22,Coritiba,6,0,33.0,264,,16,1,0,1,0
5582,22,Flamengo,17,0,57.0,492,,13,0,0,2,3
5582,22,Chapecoense,18,0,43.0,351,,15,4,0,1,6
5584,22,Internacional,7,0,37.0,288,,19,5,0,2,4
5584,22,Sport,11,0,63.0,474,,18,4,0,0,9
5585,22,Vitória,9,0,48.0,379,,20,3,0,1,4
5585,22,América Mineiro,12,0,52.0,389,,19,5,0,4,8
5586,22,Athletico Paranaense,10,0,42.0,344,,12,3,0,0,6
5586,22,Botafogo,13,0,58.0,477,,14,2,0,3,6
5546,18,Fluminense,18,0,54.0,323,,21,3,0,4,11
5546,18,Figueirense,10,0,46.0,306,,15,3,0,1,4
5556,19,Botafogo,10,0,37.0,292,,16,3,0,4,6
5556,19,Grêmio,8,0,63.0,507,,25,4,0,1,4
5587,23,Chapecoense,7,0,45.0,362,,18,3,0,7,4
5587,23,Santa Cruz,24,0,55.0,417,,9,2,1,2,11
5589,23,Botafogo,12,0,36.0,278,,22,5,0,3,3
5589,23,Fluminense,12,0,64.0,465,,15,2,0,1,9
5588,23,Athletico Paranaense,9,0,55.0,405,,20,2,0,1,7
5588,23,Figueirense,11,0,45.0,339,,16,1,0,3,3
5590,23,Vitória,17,0,49.0,394,,17,5,0,5,6
5590,23,Atlético Mineiro,18,0,51.0,406,,17,2,0,3,5
5591,23,Palmeiras,15,0,51.0,335,,20,3,0,1,6
5591,23,São Paulo,8,0,49.0,328,,19,3,0,3,2
5593,23,Grêmio,11,0,61.0,576,,9,0,0,3,2
5593,23,Coritiba,14,0,39.0,370,,15,3,0,0,5
5592,23,Flamengo,18,0,64.0,446,,15,1,0,2,10
5592,23,Ponte Preta,6,0,36.0,262,,19,3,0,2,0
5594,23,Sport,17,0,49.0,433,,17,2,0,5,8
5594,23,Corinthians,9,0,51.0,447,,15,2,0,1,2
5595,23,América Mineiro,9,0,62.0,586,,19,1,0,0,1
5595,23,Cruzeiro,10,0,38.0,370,,13,2,0,5,3
5596,23,Internacional,21,0,59.0,484,,19,4,0,5,10
5596,23,Santos,8,0,41.0,341,,8,3,1,2,5
5597,24,Vitória,17,0,45.0,409,,14,1,1,1,6
5597,24,Flamengo,16,0,55.0,494,,8,1,0,4,6
5599,24,São Paulo,20,0,60.0,456,,25,2,0,1,10
5599,24,Figueirense,7,0,40.0,325,,17,2,0,0,3
5598,24,Coritiba,16,0,53.0,395,,16,3,0,2,7
5598,24,Chapecoense,13,0,47.0,353,,20,2,0,3,4
5600,24,Cruzeiro,16,0,62.0,480,,16,4,0,4,9
5600,24,Botafogo,9,0,38.0,312,,16,2,0,2,1
5602,24,Athletico Paranaense,16,0,53.0,360,,11,0,0,1,7
5602,24,Internacional,13,0,47.0,327,,12,2,0,1,4
5601,24,Santa Cruz,9,0,36.0,276,,18,1,1,0,4
5601,24,Sport,17,0,64.0,459,,14,2,1,3,11
5603,24,Santos,13,0,52.0,402,,18,2,0,3,6
5603,24,Corinthians,11,0,48.0,384,,17,1,0,1,3
5605,24,Palmeiras,7,0,40.0,303,,16,3,0,4,2
5605,24,Grêmio,11,0,60.0,444,,23,4,0,5,5
5604,24,América Mineiro,7,0,41.0,305,,12,1,0,1,5
5604,24,Ponte Preta,12,0,59.0,431,,10,2,0,3,9
5606,24,Fluminense,16,0,49.0,444,,14,1,0,5,7
5606,24,Atlético Mineiro,11,0,51.0,458,,16,4,0,1,2
5607,25,Santos,8,0,41.0,403,,10,1,0,3,2
5607,25,Botafogo,23,0,59.0,523,,10,2,0,2,12
5608,25,Figueirense,9,0,47.0,368,,17,0,0,1,4
5608,25,América Mineiro,10,0,53.0,386,,13,1,1,2,8
5610,25,Santa Cruz,17,0,57.0,492,,12,3,0,1,15
5610,25,Athletico Paranaense,6,0,43.0,399,,13,4,0,0,3
5609,25,Ponte Preta,17,0,40.0,313,,16,2,0,5,5
5609,25,Grêmio,5,0,60.0,488,,18,1,0,3,3
5611,25,Corinthians,13,0,59.0,526,,12,1,0,5,5
5611,25,Coritiba,10,0,41.0,368,,15,2,1,4,4
5612,25,Flamengo,9,0,35.0,252,,13,0,1,0,5
5612,25,Palmeiras,24,0,65.0,452,,13,2,0,0,4
5614,25,Chapecoense,11,0,41.0,381,,18,4,0,2,2
5614,25,Fluminense,12,0,59.0,529,,19,3,0,2,8
5613,25,Atlético Mineiro,16,0,63.0,612,,13,0,0,1,3
5613,25,Sport,6,0,37.0,376,,15,1,1,1,4
5616,25,Internacional,15,0,66.0,519,,18,3,0,3,8
5616,25,Vitória,12,0,34.0,279,,24,5,0,1,2
5615,25,São Paulo,9,0,54.0,512,,14,0,0,2,2
5615,25,Cruzeiro,12,0,46.0,436,,8,0,1,0,5
5617,26,Corinthians,12,0,67.0,635,,16,1,1,0,9
5617,26,Palmeiras,12,0,33.0,325,,16,4,0,1,1
5618,26,Figueirense,4,0,35.0,311,,17,2,1,0,1
5618,26,Flamengo,25,0,65.0,565,,16,2,0,0,9
5619,26,Cruzeiro,13,0,48.0,377,,12,0,1,2,4
5619,26,Atlético Mineiro,7,0,52.0,420,,23,2,0,2,2
5621,26,Grêmio,22,0,68.0,645,,17,4,0,1,9
5621,26,Fluminense,11,0,32.0,317,,11,3,0,6,1
5623,26,São Paulo,8,0,57.0,476,,12,1,0,2,4
5623,26,Athletico Paranaense,12,0,43.0,372,,12,1,0,2,5
5620,26,Coritiba,7,0,34.0,253,,21,1,0,3,1
5620,26,Sport,17,0,66.0,464,,20,0,0,3,8
5622,26,Ponte Preta,12,0,43.0,362,,12,0,0,4,6
5622,26,Chapecoense,9,0,57.0,455,,16,2,0,3,7
5624,26,Santos,15,0,49.0,463,,13,1,0,5,3
5624,26,Santa Cruz,11,0,51.0,458,,11,1,0,2,5
5625,26,Vitória,20,0,64.0,439,,15,2,0,2,7
5625,26,Botafogo,3,0,36.0,269,,24,5,0,2,1
5626,26,América Mineiro,22,0,43.0,313,,12,1,0,0,4
5626,26,Internacional,9,0,57.0,405,,14,2,0,2,6
5627,27,Coritiba,3,0,41.0,325,,24,3,0,0,2
5627,27,Palmeiras,20,0,59.0,453,,13,2,0,4,4
5628,27,Santos,15,0,60.0,474,,11,1,1,2,5
5628,27,Sport,12,0,40.0,312,,20,3,0,2,4
5629,27,América Mineiro,8,0,43.0,374,,16,2,0,1,5
5629,27,Botafogo,7,0,57.0,493,,12,3,0,5,7
5630,27,Ponte Preta,4,0,31.0,290,,20,5,1,1,3
5630,27,Athletico Paranaense,13,0,69.0,614,,11,2,0,1,10
5631,27,Figueirense,5,0,33.0,307,,19,1,0,5,3
5631,27,Santa Cruz,12,0,67.0,583,,12,5,0,0,8
5632,27,São Paulo,13,0,56.0,406,,19,3,0,5,5
5632,27,Vitória,15,0,44.0,311,,21,4,0,0,6
5633,27,Corinthians,21,0,57.0,498,,19,4,0,0,4
5633,27,Fluminense,12,0,43.0,381,,15,3,0,2,8
5635,27,Chapecoense,8,0,53.0,560,,12,2,0,0,3
5635,27,Grêmio,15,0,47.0,510,,13,2,0,2,3
5634,27,Flamengo,21,0,59.0,520,,13,1,0,6,8
5634,27,Cruzeiro,11,0,41.0,375,,12,2,0,1,3
5636,27,Atlético Mineiro,11,0,57.0,509,,11,2,0,0,5
5636,27,Internacional,14,0,43.0,388,,17,2,0,2,6
5637,28,Sport,13,0,39.0,341,,30,3,0,2,6
5637,28,Fluminense,19,0,61.0,530,,11,1,0,4,6
5638,28,São Paulo,7,0,45.0,371,,18,4,0,1,11
5638,28,Flamengo,8,0,55.0,459,,9,3,0,3,2
5639,28,Vitória,8,0,38.0,296,,18,2,0,1,2
5639,28,Chapecoense,15,0,62.0,468,,18,1,0,5,2
5640,28,Athletico Paranaense,6,0,55.0,541,,13,1,0,3,3
5640,28,Santos,9,0,45.0,448,,10,2,0,2,6
5641,28,Corinthians,6,0,57.0,495,,16,4,0,0,8
5641,28,Botafogo,9,0,43.0,396,,23,4,0,6,2
5642,28,Atlético Mineiro,10,0,43.0,319,,16,2,0,0,2
5642,28,Ponte Preta,18,0,57.0,405,,25,2,0,3,8
5643,28,Grêmio,4,0,47.0,424,,20,3,0,1,1
5643,28,Cruzeiro,16,0,53.0,425,,19,3,0,3,11
5644,28,Figueirense,6,0,59.0,410,,19,2,0,2,0
5644,28,Internacional,15,0,41.0,281,,32,2,0,0,2
5645,28,Palmeiras,14,0,53.0,426,,12,3,0,1,6
5645,28,Santa Cruz,17,0,47.0,378,,20,6,0,2,9
5646,28,Coritiba,11,0,54.0,453,,17,2,0,2,4
5646,28,América Mineiro,6,0,46.0,386,,15,2,0,1,4
5648,29,Grêmio,14,0,42.0,357,,19,3,0,3,2
5648,29,Vitória,11,0,58.0,453,,16,3,0,0,6
5647,29,Athletico Paranaense,16,0,58.0,457,,9,2,0,5,7
5647,29,Chapecoense,11,0,42.0,336,,14,3,0,2,1
5649,29,Atlético Mineiro,8,0,40.0,304,,16,1,1,3,4
5649,29,Corinthians,19,0,60.0,446,,16,0,0,0,13
5650,29,Fluminense,16,0,50.0,447,,10,0,0,5,5
5650,29,Santos,13,0,50.0,445,,16,0,0,3,5
5651,29,Sport,11,0,46.0,386,,19,0,0,1,1
5651,29,São Paulo,17,0,54.0,463,,17,2,0,2,5
5652,29,Coritiba,7,0,45.0,364,,14,4,0,2,3
5652,29,Internacional,10,0,55.0,426,,15,2,0,0,3
5653,29,Ponte Preta,3,0,45.0,410,,25,2,0,0,2
5653,29,Cruzeiro,13,0,55.0,504,,15,2,0,5,3
5654,29,Flamengo,13,0,62.0,508,,11,1,0,4,7
5654,29,Santa Cruz,11,0,38.0,325,,12,0,1,3,5
5655,29,América Mineiro,6,0,52.0,458,,17,2,1,0,1
5655,29,Palmeiras,10,0,48.0,437,,10,1,0,1,4
5656,29,Figueirense,10,0,51.0,421,,14,2,0,5,7
5656,29,Botafogo,11,0,49.0,408,,13,2,0,1,8
5657,30,Sport,7,0,54.0,443,,19,1,1,1,2
5657,30,Chapecoense,17,0,46.0,366,,16,1,0,2,5
5658,30,Coritiba,18,0,67.0,367,,13,4,0,5,11
5658,30,Figueirense,7,0,33.0,187,,22,3,0,3,8
5659,30,Corinthians,10,0,55.0,518,,7,2,0,1,4
5659,30,Santa Cruz,16,0,45.0,437,,8,2,0,8,4
5660,30,Botafogo,12,0,53.0,385,,17,3,0,0,4
5660,30,Internacional,13,0,47.0,346,,15,2,0,0,7
5662,30,Vitória,10,0,57.0,369,,12,2,0,4,3
5662,30,Ponte Preta,10,0,43.0,274,,23,4,0,3,4
5663,30,Atlético Mineiro,16,0,60.0,521,,8,0,0,4,9
5663,30,América Mineiro,15,0,40.0,354,,11,0,0,1,4
5661,30,Cruzeiro,15,0,44.0,345,,16,4,0,1,2
5661,30,Palmeiras,13,0,56.0,429,,16,1,0,1,3
5666,30,Grêmio,29,0,57.0,573,,16,2,0,0,9
5666,30,Athletico Paranaense,4,0,43.0,438,,13,3,0,0,4
5664,30,Fluminense,9,0,59.0,395,,14,3,0,1,4
5664,30,Flamengo,13,0,41.0,286,,21,3,0,1,4
5665,30,São Paulo,15,0,51.0,421,,16,2,0,2,9
5665,30,Santos,6,0,49.0,436,,18,3,0,2,3
5667,31,Atlético Mineiro,15,0,60.0,484,,13,4,0,1,8
5667,31,Botafogo,13,0,40.0,332,,16,2,0,6,5
5668,31,Chapecoense,7,0,39.0,360,,17,2,0,0,5
5668,31,Cruzeiro,19,0,61.0,550,,15,1,0,2,6
5669,31,Athletico Paranaense,8,0,43.0,333,,18,0,0,1,5
5669,31,Coritiba,15,0,57.0,436,,14,3,0,2,6
5670,31,Internacional,16,0,44.0,340,,22,3,0,1,6
5670,31,Flamengo,13,0,56.0,435,,13,1,0,1,2
5671,31,Figueirense,5,0,48.0,285,,18,4,0,2,2
5671,31,Palmeiras,19,0,52.0,302,,29,3,0,2,7
5672,31,América Mineiro,8,0,39.0,391,,10,1,0,3,4
5672,31,Corinthians,8,0,61.0,609,,11,2,0,4,4
5673,31,Ponte Preta,13,0,39.0,333,,19,0,0,2,4
5673,31,Santa Cruz,3,0,61.0,524,,17,2,0,4,4
5675,31,Sport,19,0,55.0,354,,9,1,0,2,10
5675,31,Vitória,6,0,45.0,294,,20,3,1,0,7
5674,31,Santos,17,0,68.0,615,,13,1,0,0,9
5674,31,Grêmio,6,0,32.0,301,,20,7,0,1,1
5676,31,Fluminense,12,0,43.0,316,,8,1,0,1,3
5676,31,São Paulo,11,0,57.0,400,,18,4,0,3,3
5677,32,Botafogo,18,0,41.0,331,,15,2,0,1,5
5677,32,Santa Cruz,16,0,59.0,464,,12,0,0,2,7
5678,32,São Paulo,9,0,60.0,427,,16,0,0,2,7
5678,32,Ponte Preta,14,0,40.0,288,,15,1,0,2,9
5679,32,Corinthians,10,0,36.0,278,,19,3,1,1,2
5679,32,Flamengo,20,0,64.0,463,,13,2,0,6,13
5680,32,Cruzeiro,13,0,43.0,314,,16,2,1,1,6
5680,32,Vitória,16,0,57.0,402,,20,2,0,2,3
5681,32,Sport,15,0,56.0,345,,23,2,0,3,8
5681,32,Palmeiras,12,0,44.0,284,,26,3,0,0,5
5682,32,Grêmio,12,0,69.0,517,,12,0,1,0,5
5682,32,Internacional,8,0,31.0,229,,25,2,1,1,4
5683,32,Fluminense,14,0,48.0,426,,17,4,0,4,2
5683,32,Coritiba,17,0,52.0,449,,12,0,1,1,2
5684,32,Figueirense,10,0,46.0,352,,15,3,2,3,3
5684,32,Atlético Mineiro,17,0,54.0,409,,16,2,0,2,4
5685,32,Santos,3,0,41.0,368,,16,3,0,4,1
5685,32,Chapecoense,20,0,59.0,469,,13,2,0,2,11
5686,32,Athletico Paranaense,4,0,58.0,547,,9,0,0,5,2
5686,32,América Mineiro,13,0,42.0,398,,8,0,0,1,5
5687,33,Ponte Preta,14,0,43.0,330,,23,3,0,0,1
5687,33,Sport,10,0,57.0,428,,12,2,0,2,3
5688,33,Vitória,20,0,41.0,279,,22,2,0,2,2
5688,33,Fluminense,16,0,59.0,401,,20,3,0,8,9
5689,33,Atlético Mineiro,12,0,48.0,343,,12,0,0,4,7
5689,33,Flamengo,15,0,52.0,374,,14,1,0,2,6
5691,33,Chapecoense,14,0,44.0,387,,18,2,0,5,5
5691,33,Corinthians,11,0,56.0,488,,11,1,0,1,7
5690,33,Cruzeiro,14,0,57.0,535,,13,1,0,3,4
5690,33,Athletico Paranaense,13,0,43.0,395,,17,1,0,2,6
5692,33,Coritiba,11,0,34.0,280,,20,3,0,1,3
5692,33,Botafogo,18,0,66.0,511,,13,5,0,2,9
5693,33,Internacional,15,0,47.0,416,,15,2,1,3,7
5693,33,Santa Cruz,9,0,53.0,476,,11,2,0,1,2
5694,33,Figueirense,9,0,51.0,347,,22,2,0,2,8
5694,33,Grêmio,11,0,49.0,374,,18,2,0,2,3
5695,33,Santos,12,0,46.0,374,,20,4,0,3,6
5695,33,Palmeiras,9,0,54.0,442,,22,3,0,1,2
5696,33,América Mineiro,5,0,30.0,236,,17,0,0,1,4
5696,33,São Paulo,19,0,70.0,517,,8,1,0,7,11
5697,34,Botafogo,15,0,36.0,276,,26,3,0,0,2
5697,34,Flamengo,14,0,64.0,479,,14,3,0,0,2
5698,34,Corinthians,5,0,58.0,508,,19,4,0,0,4
5698,34,São Paulo,12,0,42.0,369,,21,3,0,0,3
5699,34,Santos,13,0,64.0,447,,19,1,0,3,5
5699,34,Ponte Preta,8,0,36.0,247,,20,1,0,4,4
5700,34,Santa Cruz,13,0,55.0,564,,10,1,0,4,5
5700,34,América Mineiro,8,0,45.0,461,,9,1,0,1,5
5702,34,Palmeiras,7,0,49.0,333,,10,0,0,2,4
5702,34,Internacional,12,0,51.0,347,,19,0,0,1,2
5703,34,Vitória,25,0,53.0,353,,13,2,0,2,9
5703,34,Athletico Paranaense,8,0,47.0,337,,18,2,0,4,2
5701,34,Cruzeiro,18,0,45.0,452,,14,2,0,1,5
5701,34,Fluminense,12,0,55.0,543,,7,1,0,1,5
5704,34,Coritiba,16,0,32.0,296,,12,1,0,1,5
5704,34,Atlético Mineiro,12,0,68.0,621,,11,3,0,1,2
5705,34,Chapecoense,24,0,57.0,381,,16,1,0,2,8
5705,34,Figueirense,10,0,43.0,299,,20,2,1,2,4
5706,34,Sport,14,0,45.0,453,,10,3,0,0,0
5706,34,Grêmio,14,0,55.0,542,,11,4,0,0,5
5707,35,Athletico Paranaense,14,0,52.0,420,,16,3,0,2,4
5707,35,Fluminense,16,0,48.0,394,,14,3,0,5,4
5708,35,Chapecoense,7,0,35.0,255,,18,1,0,2,6
5708,35,Botafogo,13,0,65.0,454,,15,3,0,2,12
5709,35,Coritiba,12,0,54.0,469,,18,3,0,1,0
5709,35,Santa Cruz,8,0,46.0,406,,13,2,0,1,5
5710,35,Cruzeiro,11,0,46.0,398,,11,2,0,4,7
5710,35,Sport,18,0,54.0,441,,10,2,0,0,7
5711,35,América Mineiro,12,0,40.0,336,,13,1,0,4,5
5711,35,Flamengo,10,0,60.0,495,,11,0,0,1,10
5712,35,Figueirense,7,0,48.0,326,,26,3,0,8,3
5712,35,Corinthians,12,0,52.0,355,,15,2,1,1,3
5713,35,Vitória,16,0,47.0,354,,14,1,0,3,2
5713,35,Santos,11,0,53.0,387,,16,3,0,2,6
5714,35,Grêmio,6,0,57.0,593,,17,2,0,3,1
5714,35,São Paulo,14,0,43.0,443,,15,3,0,2,4
5715,35,Internacional,9,0,55.0,350,,15,1,0,2,6
5715,35,Ponte Preta,9,0,45.0,289,,19,3,0,0,4
5716,35,Atlético Mineiro,12,0,66.0,451,,18,2,0,5,3
5716,35,Palmeiras,12,0,34.0,227,,27,4,0,0,3
5717,36,Vitória,20,0,45.0,242,,20,4,0,2,7
5717,36,Figueirense,14,0,55.0,294,,16,2,0,3,6
5718,36,Cruzeiro,14,0,52.0,410,,11,3,1,5,5
5718,36,Santos,10,0,48.0,395,,11,3,0,3,5
5719,36,Palmeiras,16,0,63.0,433,,13,0,0,3,4
5719,36,Botafogo,16,0,37.0,258,,22,4,1,1,4
5721,36,Grêmio,14,0,60.0,597,,8,0,0,5,5
5721,36,América Mineiro,11,0,40.0,400,,18,2,0,1,2
5722,36,Ponte Preta,12,0,34.0,301,,20,3,0,0,4
5722,36,Fluminense,8,0,66.0,565,,18,2,1,1,6
5720,36,Sport,8,0,58.0,518,,12,2,0,2,6
5720,36,Athletico Paranaense,13,0,42.0,374,,11,0,0,0,5
5723,36,Coritiba,20,0,44.0,377,,18,2,0,1,3
5723,36,Flamengo,12,0,56.0,497,,15,1,0,3,5
5724,36,Chapecoense,9,0,39.0,330,,20,1,0,1,1
5724,36,São Paulo,21,0,61.0,496,,19,1,0,2,6
5725,36,Santa Cruz,18,0,40.0,359,,16,2,1,3,7
5725,36,Atlético Mineiro,15,0,60.0,553,,10,0,1,2,3
5726,36,Corinthians,16,0,59.0,481,,22,2,0,1,10
5726,36,Internacional,10,0,41.0,347,,22,2,0,2,3
5728,37,Ponte Preta,7,0,39.0,258,,17,4,1,1,10
5728,37,Botafogo,10,0,61.0,411,,19,5,0,2,3
5727,37,América Mineiro,14,0,52.0,422,,13,1,1,2,5
5727,37,Sport,12,0,48.0,405,,15,3,0,5,4
5729,37,Athletico Paranaense,8,0,43.0,367,,9,2,0,0,4
5729,37,Corinthians,22,0,57.0,470,,6,3,0,2,12
5733,37,Cruzeiro,12,0,48.0,415,,15,4,0,0,8
5733,37,Internacional,12,0,52.0,441,,13,3,0,0,4
5730,37,São Paulo,11,0,37.0,289,,15,6,0,1,5
5730,37,Atlético Mineiro,9,0,63.0,503,,18,1,0,1,3
5732,37,Santos,12,0,62.0,508,,14,0,0,4,7
5732,37,Flamengo,13,0,38.0,317,,20,1,0,3,5
5731,37,Chapecoense,6,0,46.0,262,,24,2,0,1,2
5731,37,Palmeiras,21,0,54.0,299,,25,1,0,0,5
5735,37,Santa Cruz,21,0,47.0,419,,12,3,0,2,3
5735,37,Grêmio,5,0,53.0,479,,16,4,0,3,4
5734,37,Fluminense,5,0,58.0,470,,28,3,0,1,4
5734,37,Figueirense,11,0,42.0,341,,26,3,0,0,4
5736,37,Vitória,6,0,36.0,254,,19,6,0,2,3
5736,37,Coritiba,13,0,64.0,450,,23,5,0,1,7
5741,38,Corinthians,4,0,54.0,501,,22,4,0,2,5
5741,38,Cruzeiro,20,0,46.0,421,,9,2,0,5,6
5738,38,Internacional,19,0,45.0,304,,23,1,0,0,7
5738,38,Fluminense,15,0,55.0,370,,19,1,0,2,7
5739,38,Botafogo,8,0,31.0,285,,13,3,1,0,5
5739,38,Grêmio,15,0,69.0,611,,10,2,0,1,10
5740,38,Santa Cruz,9,0,47.0,464,,9,1,0,0,1
5740,38,São Paulo,25,0,53.0,486,,13,1,1,1,13
5743,38,Flamengo,8,0,42.0,366,,12,5,1,1,4
5743,38,Athletico Paranaense,14,0,58.0,494,,15,2,0,1,6
5744,38,Palmeiras,10,0,62.0,589,,16,6,0,1,2
5744,38,Vitória,14,0,38.0,350,,15,1,0,1,7
5745,38,Ponte Preta,17,0,53.0,412,,14,0,0,0,13
5745,38,Coritiba,8,0,47.0,384,,15,1,0,0,4
5737,38,Santos,13,0,77.0,745,,6,0,0,5,9
5737,38,América Mineiro,8,0,23.0,231,,9,1,0,0,2
5742,38,Sport,16,0,68.0,520,,22,5,0,1,6
5742,38,Figueirense,4,0,32.0,248,,22,2,0,1,2
5746,1,Flamengo,11,3,41.0,345,,7,2,0,3,4
5746,1,Atlético Mineiro,15,4,59.0,501,,10,3,0,1,6
5747,1,Chapecoense,16,2,33.0,304,,12,2,0,3,7
5747,1,Corinthians,5,2,67.0,638,,10,2,0,1,1
5748,1,Fluminense,9,5,38.0,306,,15,1,0,2,5
5748,1,Santos,20,7,62.0,512,,18,5,0,2,8
5749,1,São Paulo,13,3,63.0,533,,13,1,0,0,5
5749,1,Cruzeiro,8,5,37.0,321,,10,0,0,0,5
5751,1,Ponte Preta,11,6,51.0,456,,13,0,0,2,4
5751,1,Sport,4,0,49.0,458,,17,2,0,1,2
5752,1,Vitória,12,1,63.0,573,,15,2,0,2,4
5752,1,Avaí,12,2,37.0,321,,6,0,0,2,7
5750,1,Athletico Paranaense,11,5,61.0,473,,11,0,1,1,3
5750,1,Bahia,28,9,39.0,290,,11,0,0,4,14
5753,1,Vasco da Gama,15,5,48.0,378,,16,2,0,2,2
5753,1,Palmeiras,16,10,52.0,399,,19,0,0,5,3
5754,1,Botafogo,9,0,47.0,415,,19,5,0,1,4
5754,1,Grêmio,20,9,53.0,450,,13,2,0,1,6
5755,1,Coritiba,17,7,61.0,494,,17,1,0,1,6
5755,1,Atlético Goianiense,17,9,39.0,315,,13,2,0,1,6
5756,2,Coritiba,23,11,53.0,378,,17,4,0,2,4
5756,2,Santos,7,3,47.0,338,,24,6,0,1,3
5757,2,Flamengo,20,11,66.0,641,,13,1,0,1,7
5757,2,Atlético Goianiense,8,0,34.0,332,,11,2,0,0,4
5758,2,Palmeiras,6,1,56.0,393,,13,1,0,2,4
5758,2,Chapecoense,11,4,44.0,313,,16,1,0,1,3
5759,2,Vasco da Gama,16,10,60.0,378,,13,4,0,3,10
5759,2,Bahia,9,3,40.0,253,,23,1,1,3,5
5761,2,Corinthians,12,4,53.0,473,,6,1,0,2,4
5761,2,Vitória,14,3,47.0,419,,13,0,0,0,3
5760,2,Grêmio,6,4,39.0,372,,16,3,1,3,3
5760,2,Athletico Paranaense,18,1,61.0,566,,11,2,0,0,5
5762,2,Atlético Mineiro,20,3,61.0,420,,18,0,0,3,12
5762,2,Fluminense,15,5,39.0,293,,23,6,0,4,5
5763,2,Ponte Preta,15,3,60.0,648,,12,0,0,1,6
5763,2,Botafogo,11,6,40.0,446,,15,1,0,1,1
5764,2,Sport,10,5,44.0,364,,20,3,0,1,5
5764,2,Cruzeiro,17,5,56.0,457,,14,3,0,2,7
5765,2,Avaí,8,0,44.0,352,,10,2,0,2,6
5765,2,São Paulo,11,4,56.0,444,,16,1,0,1,5
5766,3,Vasco da Gama,18,7,42.0,299,,11,2,0,3,3
5766,3,Fluminense,13,6,58.0,421,,11,3,0,1,7
5767,3,São Paulo,8,5,37.0,323,,13,3,0,1,9
5767,3,Palmeiras,10,1,63.0,571,,16,1,0,2,3
5768,3,Vitória,12,3,53.0,364,,19,3,0,7,9
5768,3,Coritiba,16,8,47.0,347,,16,3,0,4,6
5769,3,Ponte Preta,15,5,32.0,277,,14,2,0,1,6
5769,3,Atlético Mineiro,10,7,68.0,564,,16,2,0,2,6
5770,3,Athletico Paranaense,13,6,43.0,430,,10,1,0,3,5
5770,3,Flamengo,14,4,57.0,556,,12,0,0,0,5
